"","quantile","quantile_range_min","quantile_range_max","indicator","program","data_level","funding_average_per_1k"
"330","25%",0.151093845353934,0.205776492796614,"diesel_pm","ag_urban_forest","state",3525.37941969326
"331","50%",0.205776492796614,0.265572294098041,"diesel_pm","ag_urban_forest","state",2728.74193685954
"332","75%",0.265572294098041,NA,"diesel_pm","ag_urban_forest","state",5073.20206460298
"333","0%",0,0.00354240408132415,"capacity_environment","ag_urban_forest","state",2980.28303729423
"334","25%",0.00354240408132415,0.00424234252788835,"capacity_environment","ag_urban_forest","state",2890.4688437748
"335","50%",0.00424234252788835,0.00522636917872104,"capacity_environment","ag_urban_forest","state",3530.5668368896
"336","75%",0.00522636917872104,NA,"capacity_environment","ag_urban_forest","state",6749.21532411973
"337","0%",0,0.193888039814189,"percent_poc","airport_infrastructure_comp","state",331.494534668542
"338","25%",0.193888039814189,0.266217609816977,"percent_poc","airport_infrastructure_comp","state",231.737639416966
"339","50%",0.266217609816977,0.436273972235218,"percent_poc","airport_infrastructure_comp","state",88.8554708243652
"340","75%",0.436273972235218,NA,"percent_poc","airport_infrastructure_comp","state",179.393653185978
"341","0%",0,0.107621309040359,"poverty_rate","airport_infrastructure_comp","state",230.152501018902
"342","25%",0.107621309040359,0.12364892705036,"poverty_rate","airport_infrastructure_comp","state",172.907009444171
"343","50%",0.12364892705036,0.142226700706511,"poverty_rate","airport_infrastructure_comp","state",180.324899042718
"344","75%",0.142226700706511,NA,"poverty_rate","airport_infrastructure_comp","state",257.309800740027
"345","0%",0,43.5056726746042,"pop_density","airport_infrastructure_comp","state",336.006260069201
"346","25%",43.5056726746042,112.985445054009,"pop_density","airport_infrastructure_comp","state",214.636097375653
"347","50%",112.985445054009,229.066978834592,"pop_density","airport_infrastructure_comp","state",192.173788151374
"348","75%",229.066978834592,NA,"pop_density","airport_infrastructure_comp","state",88.2549956450172
"349","0%",0,57290,"med_hh_income","airport_infrastructure_comp","state",307.383303207556
"350","25%",57290,62043,"med_hh_income","airport_infrastructure_comp","state",161.580063226758
"351","50%",62043,70305,"med_hh_income","airport_infrastructure_comp","state",265.726248470261
"352","75%",70305,NA,"med_hh_income","airport_infrastructure_comp","state",98.9836133240928
"353","0%",0,0.00324465404803128,"capacity_transport","airport_infrastructure_comp","state",157.736294766639
"354","25%",0.00324465404803128,0.00375874626149108,"capacity_transport","airport_infrastructure_comp","state",194.473464461516
"355","50%",0.00375874626149108,0.004668950278874,"capacity_transport","airport_infrastructure_comp","state",181.120026892498
"356","75%",0.004668950278874,NA,"capacity_transport","airport_infrastructure_comp","state",266.855562857198
"357","0%",0,0.000000881107636428216,"airports_primary","airport_infrastructure_comp","state",51.6736159851169
"358","25%",0.000000881107636428216,0.00000128783125340307,"airports_primary","airport_infrastructure_comp","state",133.280690903004
"359","50%",0.00000128783125340307,0.00000292790586900228,"airports_primary","airport_infrastructure_comp","state",219.002730219791
"360","75%",0.00000292790586900228,NA,"airports_primary","airport_infrastructure_comp","state",396.228311869939
"361","0%",0,0.193888039814189,"percent_poc","airport_infrastructure_formula","state",14194.8732304034
"362","25%",0.193888039814189,0.266217609816977,"percent_poc","airport_infrastructure_formula","state",5159.69791166529
"363","50%",0.266217609816977,0.436273972235218,"percent_poc","airport_infrastructure_formula","state",3932.15486164052
"364","75%",0.436273972235218,NA,"percent_poc","airport_infrastructure_formula","state",12313.8353261643
"365","0%",0,0.107621309040359,"poverty_rate","airport_infrastructure_formula","state",15997.7982949117
"366","25%",0.107621309040359,0.12364892705036,"poverty_rate","airport_infrastructure_formula","state",4627.05621598068
"367","50%",0.12364892705036,0.142226700706511,"poverty_rate","airport_infrastructure_formula","state",9504.01437928412
"368","75%",0.142226700706511,NA,"poverty_rate","airport_infrastructure_formula","state",5307.7901611053
"369","0%",0,43.5056726746042,"pop_density","airport_infrastructure_formula","state",16006.0488993545
"370","25%",43.5056726746042,112.985445054009,"pop_density","airport_infrastructure_formula","state",6458.74161934659
"371","50%",112.985445054009,229.066978834592,"pop_density","airport_infrastructure_formula","state",10218.9018125686
"372","75%",229.066978834592,NA,"pop_density","airport_infrastructure_formula","state",2752.21666506284
"373","0%",0,57290,"med_hh_income","airport_infrastructure_formula","state",7919.38107092765
"374","25%",57290,62043,"med_hh_income","airport_infrastructure_formula","state",7874.79044376228
"375","50%",62043,70305,"med_hh_income","airport_infrastructure_formula","state",10212.7695486829
"376","75%",70305,NA,"med_hh_income","airport_infrastructure_formula","state",10164.1195537257
"377","0%",0,0.000000881107636428216,"airports_primary","airport_infrastructure_formula","state",2798.97704941714
"378","25%",0.000000881107636428216,0.00000128783125340307,"airports_primary","airport_infrastructure_formula","state",8161.15603144626
"379","50%",0.00000128783125340307,0.00000292790586900228,"airports_primary","airport_infrastructure_formula","state",4872.08185307437
"380","75%",0.00000292790586900228,NA,"airports_primary","airport_infrastructure_formula","state",20760.838128849
"381","0%",0,0.193888039814189,"percent_poc","airport_terminal","state",9112.61274208208
"382","25%",0.193888039814189,0.266217609816977,"percent_poc","airport_terminal","state",6104.6336507725
"383","50%",0.266217609816977,0.436273972235218,"percent_poc","airport_terminal","state",5243.96975524767
"384","75%",0.436273972235218,NA,"percent_poc","airport_terminal","state",4932.77041832576
"385","0%",0,0.107621309040359,"poverty_rate","airport_terminal","state",8453.40328958193
"386","25%",0.107621309040359,0.12364892705036,"poverty_rate","airport_terminal","state",5087.95971233263
"387","50%",0.12364892705036,0.142226700706511,"poverty_rate","airport_terminal","state",7938.77637612765
"388","75%",0.142226700706511,NA,"poverty_rate","airport_terminal","state",3973.77532043127
"389","0%",0,43.5056726746042,"pop_density","airport_terminal","state",10322.7823549982
"390","25%",43.5056726746042,112.985445054009,"pop_density","airport_terminal","state",5105.11458602921
"391","50%",112.985445054009,229.066978834592,"pop_density","airport_terminal","state",6364.11350445194
"392","75%",229.066978834592,NA,"pop_density","airport_terminal","state",3491.96070159265
"393","0%",0,57290,"med_hh_income","airport_terminal","state",6212.99499583173
"394","25%",57290,62043,"med_hh_income","airport_terminal","state",7275.91317122554
"395","50%",62043,70305,"med_hh_income","airport_terminal","state",5669.70906037967
"396","75%",70305,NA,"med_hh_income","airport_terminal","state",6498.97095228656
"397","0%",0,0.00324465404803128,"capacity_transport","airport_terminal","state",5701.81111144463
"398","25%",0.00324465404803128,0.00375874626149108,"capacity_transport","airport_terminal","state",4953.16346744286
"399","50%",0.00375874626149108,0.004668950278874,"capacity_transport","airport_terminal","state",6491.75714129823
"400","75%",0.004668950278874,NA,"capacity_transport","airport_terminal","state",8908.13287032417
"401","0%",0,0.000000881107636428216,"airports_primary","airport_terminal","state",3394.24163241463
"402","25%",0.000000881107636428216,0.00000128783125340307,"airports_primary","airport_terminal","state",6390.25575751045
"403","50%",0.00000128783125340307,0.00000292790586900228,"airports_primary","airport_terminal","state",5870.96517030492
"404","75%",0.00000292790586900228,NA,"airports_primary","airport_terminal","state",10399.4020302799
"405","0%",0,0.193888039814189,"percent_poc","asap","state",0
"406","25%",0.193888039814189,0.266217609816977,"percent_poc","asap","state",662.3184080779
"407","50%",0.266217609816977,0.436273972235218,"percent_poc","asap","state",2385.62719646866
"408","75%",0.436273972235218,NA,"percent_poc","asap","state",1648.77416359758
"409","0%",0,0.107621309040359,"poverty_rate","asap","state",1391.883571482
"410","25%",0.107621309040359,0.12364892705036,"poverty_rate","asap","state",1923.18159550613
"411","50%",0.12364892705036,0.142226700706511,"poverty_rate","asap","state",1255.11973102128
"412","75%",0.142226700706511,NA,"poverty_rate","asap","state",0
"413","0%",0,43.5056726746042,"pop_density","asap","state",0
"414","25%",43.5056726746042,112.985445054009,"pop_density","asap","state",0
"415","50%",112.985445054009,229.066978834592,"pop_density","asap","state",1504.671388783
"416","75%",229.066978834592,NA,"pop_density","asap","state",3192.04837936113
"417","0%",0,57290,"med_hh_income","asap","state",0
"418","25%",57290,62043,"med_hh_income","asap","state",62.2916999619047
"419","50%",62043,70305,"med_hh_income","asap","state",1923.18159550613
"420","75%",70305,NA,"med_hh_income","asap","state",2711.2464726761
"421","0%",0,19,"transport_costs","asap","state",3698.20124672738
"422","25%",19,23,"transport_costs","asap","state",485.700165923793
"423","50%",23,25,"transport_costs","asap","state",0
"424","75%",25,NA,"transport_costs","asap","state",0
"425","0%",0,0.00789027955570711,"pub_transit_commute","asap","state",0
"426","25%",0.00789027955570711,0.0125360319335359,"pub_transit_commute","asap","state",0
"427","50%",0.0125360319335359,0.032273020688876,"pub_transit_commute","asap","state",62.2916999619047
"428","75%",0.032273020688876,NA,"pub_transit_commute","asap","state",4634.42806818223
"429","0%",0,0.0371353699744845,"green_commute","asap","state",0
"430","25%",0.0371353699744845,0.0462912121285746,"green_commute","asap","state",62.2916999619047
"431","50%",0.0462912121285746,0.0731343129858459,"green_commute","asap","state",0
"432","75%",0.0731343129858459,NA,"green_commute","asap","state",4634.42806818223
"433","0%",0,0.000720610683982315,"pub_transit_stops","asap","state",0
"434","25%",0.000720610683982315,0.00127463002304524,"pub_transit_stops","asap","state",0
"435","50%",0.00127463002304524,0.00203937896003234,"pub_transit_stops","asap","state",1764.41917478601
"436","75%",0.00203937896003234,NA,"pub_transit_stops","asap","state",3092.70233652049
"437","0%",0,7.79245658074799,"avg_hh_person_trips","asap","state",0
"438","25%",7.79245658074799,7.9788050380884,"avg_hh_person_trips","asap","state",662.3184080779
"439","50%",7.9788050380884,8.24568997314649,"avg_hh_person_trips","asap","state",2623.03135038535
"440","75%",8.24568997314649,NA,"avg_hh_person_trips","asap","state",1411.37000968089
"441","0%",0,0.00324465404803128,"capacity_transport","asap","state",107.048431935838
"442","25%",0.00324465404803128,0.00375874626149108,"capacity_transport","asap","state",943.247507647557
"443","50%",0.00375874626149108,0.004668950278874,"capacity_transport","asap","state",2272.0792961085
"444","75%",0.004668950278874,NA,"capacity_transport","asap","state",1374.34453245224
"445","0%",0,0,"stations_subway","asap","state",0
"446","50%",0,0.000000614318159060486,"stations_subway","asap","state",137.04173991619
"447","75%",0.000000614318159060486,NA,"stations_subway","asap","state",4634.42806818223
"448","0%",0,0,"stations_elevated","asap","state",0
"449","25%",0,0.000000172206699701652,"stations_elevated","asap","state",0
"450","50%",0.000000172206699701652,0.00000130340096413572,"stations_elevated","asap","state",1473.66170964279
"451","75%",0.00000130340096413572,NA,"stations_elevated","asap","state",3223.05805850134
"452","0%",0,0.193888039814189,"percent_poc","bric","state",3122.78229972936
"453","25%",0.193888039814189,0.266217609816977,"percent_poc","bric","state",4992.61372700276
"454","50%",0.266217609816977,0.436273972235218,"percent_poc","bric","state",4106.31940593053
"455","75%",0.436273972235218,NA,"percent_poc","bric","state",3360.23878426444
"456","0%",0,0.107621309040359,"poverty_rate","bric","state",5265.96315094857
"457","25%",0.107621309040359,0.12364892705036,"poverty_rate","bric","state",4667.24387685829
"458","50%",0.12364892705036,0.142226700706511,"poverty_rate","bric","state",4365.99005420922
"459","75%",0.142226700706511,NA,"poverty_rate","bric","state",1087.9225120729
"460","0%",0,43.5056726746042,"pop_density","bric","state",6234.81816189037
"461","25%",43.5056726746042,112.985445054009,"pop_density","bric","state",2058.93259100829
"462","50%",112.985445054009,229.066978834592,"pop_density","bric","state",3097.61368545762
"463","75%",229.066978834592,NA,"pop_density","bric","state",3907.67742746526
"464","0%",0,57290,"med_hh_income","bric","state",2282.35945156806
"465","25%",57290,62043,"med_hh_income","bric","state",3212.51421995561
"466","50%",62043,70305,"med_hh_income","bric","state",4407.3993062918
"467","75%",70305,NA,"med_hh_income","bric","state",5756.08331621719
"468","0%",0,0.000000858412550731016,"grid_disturbances","bric","state",3016.9270503092
"469","25%",0.000000858412550731016,0.00000176764606697768,"grid_disturbances","bric","state",4365.95806136432
"470","50%",0.00000176764606697768,0.00000356464187989075,"grid_disturbances","bric","state",5251.5048236845
"471","75%",0.00000356464187989075,NA,"grid_disturbances","bric","state",3175.64390741282
"472","0%",0,0.193888039814189,"percent_poc","bridge","state",27922.2970441944
"473","25%",0.193888039814189,0.266217609816977,"percent_poc","bridge","state",23826.0403285475
"474","50%",0.266217609816977,0.436273972235218,"percent_poc","bridge","state",44453.5133457918
"475","75%",0.436273972235218,NA,"percent_poc","bridge","state",3599.42670433081
"476","0%",0,0.107621309040359,"poverty_rate","bridge","state",12646.3620049358
"477","25%",0.107621309040359,0.12364892705036,"poverty_rate","bridge","state",43398.972424263
"478","50%",0.12364892705036,0.142226700706511,"poverty_rate","bridge","state",2924.09673137385
"479","75%",0.142226700706511,NA,"poverty_rate","bridge","state",42220.5676294972
"480","0%",0,43.5056726746042,"pop_density","bridge","state",18710.2621661241
"481","25%",43.5056726746042,112.985445054009,"pop_density","bridge","state",33324.58953018
"482","50%",112.985445054009,229.066978834592,"pop_density","bridge","state",17438.0570487117
"483","75%",229.066978834592,NA,"pop_density","bridge","state",31165.8263940369
"484","0%",0,57290,"med_hh_income","bridge","state",40656.5812681549
"485","25%",57290,62043,"med_hh_income","bridge","state",2757.06016172973
"486","50%",62043,70305,"med_hh_income","bridge","state",41447.2808821382
"487","75%",70305,NA,"med_hh_income","bridge","state",13782.6929086635
"488","0%",0,7.79245658074799,"avg_hh_person_trips","bridge","state",36121.0803592188
"489","25%",7.79245658074799,7.9788050380884,"avg_hh_person_trips","bridge","state",9435.36962364717
"490","50%",7.9788050380884,8.24568997314649,"avg_hh_person_trips","bridge","state",39876.3863520878
"491","75%",8.24568997314649,NA,"avg_hh_person_trips","bridge","state",16906.831728292
"492","0%",0,0.00324465404803128,"capacity_transport","bridge","state",36570.5496870563
"493","25%",0.00324465404803128,0.00375874626149108,"capacity_transport","bridge","state",30033.8985147011
